"PAYMENT_DAY","APPLICATION_SUBMISSION_TYPE","SEX","MARITAL_STATUS","QUANT_DEPENDANTS","STATE_OF_BIRTH","NATIONALITY","RESIDENTIAL_STATE","FLAG_RESIDENCIAL_PHONE","RESIDENCE_TYPE","MONTHS_IN_RESIDENCE","FLAG_EMAIL","PERSONAL_MONTHLY_INCOME","OTHER_INCOMES","FLAG_VISA","FLAG_MASTERCARD","QUANT_SPECIAL_BANKING_ACCOUNTS","QUANT_CARS","COMPANY","PROFESSIONAL_STATE","FLAG_PROFESSIONAL_PHONE","PROFESSION_CODE","OCCUPATION_TYPE","MATE_PROFESSION_CODE","EDUCATION_LEVEL2","PRODUCT","AGE","BAD","CREDIT_AMNT"
"X3","X0","f","X3",1,"rj","X2","rj",1,"X3",20,1,600,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",44,"GOOD",1000
"X3","web","f","X3",0,"ba","X2","ba",1,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",59,"GOOD",1000
"X6","web","m","X3",1,"mg","X2","mg",1,"X3",1,1,490,0,0,0,0,0,1,"mg",1,"X20","X4","X5","X1","X1",26,"GOOD",1000
"X3","X0","m","X3",0,"rs","X2","rs",1,"X3",13,0,1000,0,0,0,1,1,0,"missing",0,"X6","X6","X2","X2","X1",61,"GOOD",1000
"X3","X0","m","X5",0,"ce","X2","ce",1,"X3",8,0,700,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X2",81,"BAD",1000
"X5","X0","f","X3",0,"pb","X2","pb",1,"X3",3,0,1670,0,0,0,1,1,1,"pb",1,"X20","X7","X12","X3","X1",27,"GOOD",1000
"X2","web","f","X2",0,"sp","X2","sp",1,"X3",10,1,500,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",48,"BAD",1000
"X5","web","f","X3",0,"ba","X2","ba",1,"X1",9.72714882201501,1,600,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",32,"GOOD",1000
"X3","X0","f","X2",0,"rs","X2","rs",0,"X3",5,1,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",54,"GOOD",1000
"X3","X0","f","X4",2,"missing","X1","rs",1,"X3",25,1,1820,0,1,0,1,1,0,"missing",0,"X20","X3","X5","X2","X1",61,"GOOD",1000
"X5","X0","f","X3",0,"ba","X2","ba",0,"X3",0,1,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",39,"GOOD",1000
"X6","X0","f","X7",2,"ms","X2","ms",1,"X3",15,1,500,0,0,0,1,1,1,"missing",0,"X20","X6","X2","X2","X1",52,"GOOD",1000
"X4","web","m","X2",0,"sp","X2","sp",1,"X3",1,1,476,0,0,0,0,0,1,"missing",1,"X1","X1","X1","X1","X1",18,"GOOD",1000
"X3","X0","f","X3",0,"rs","X2","rs",1,"X4",5,0,425,0,0,0,1,1,1,"missing",0,"X7","X7","X2","X2","X1",22,"GOOD",1000
"X4","X0","f","X7",2,"ap","X2","ap",1,"X3",7,0,900,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",32,"BAD",1000
"X2","web","m","X3",0,"rj","X2","rj",1,"X3",3,1,1500,0,0,0,0,0,1,"rj",1,"X20","X4","X1","X1","X1",26,"BAD",1000
"X3","X0","f","X2",2,"se","X2","sp",1,"X3",6,1,1400,0,1,0,0,1,1,"sp",1,"X2","X2","X2","X2","X1",36,"BAD",1000
"X3","web","f","X3",0,"se","X2","se",0,"X3",15,1,350,350,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",41,"BAD",1000
"X3","web","m","X3",0,"mg","X2","go",1,"X3",21,1,3045,0,0,0,0,1,0,"missing",0,"X1","X3","X10","X6","X2",57,"GOOD",1000
"X3","X0","f","X3",0,"pr","X2","pr",1,"X3",18,0,500,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",41,"BAD",1000
"X3","X0","f","X5",0,"rs","X2","rs",1,"X3",21,1,610,375,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",49,"GOOD",1000
"X2","X0","m","X3",0,"rs","X2","rs",1,"X3",25,0,510,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",68,"GOOD",1000
"X3","web","f","X2",0,"sp","X2","sp",1,"X3",10,1,439.03,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",19,"GOOD",1000
"X4","web","f","X2",0,"ba","X2","ba",1,"X3",3,1,800,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",35,"BAD",1000
"X4","web","f","X2",0,"sp","X2","sp",1,"X3",27,1,638,0,1,0,1,0,1,"sp",1,"X20","X7","X1","X1","X2",48,"GOOD",1000
"X3","web","f","X3",0,"pb","X2","pb",1,"X3",2,1,500,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",19,"GOOD",1000
"X3","web","f","X3",1,"pr","X2","pr",0,"X3",31,1,351,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",51,"GOOD",1000
"X3","web","f","X5",0,"al","X2","pe",1,"X3",35,1,400,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",62,"GOOD",1000
"X3","X0","f","X2",0,"ce","X2","ce",0,"X3",5,1,370,0,0,0,1,1,1,"ce",1,"X20","X4","X2","X2","X1",24,"GOOD",1000
"X3","X0","f","X5",0,"ba","X2","ba",1,"X3",19,1,448,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",84,"GOOD",1000
"X6","web","m","X2",0,"rn","X2","rn",1,"X7",5,1,750,0,0,0,0,0,1,"rn",1,"X20","X4","X1","X1","X1",26,"BAD",1000
"X4","carga","m","X3",2,"ce","X2","ce",1,"X3",1,1,2806,0,0,0,1,0,1,"ce",1,"X17","X4","X5","X1","X1",36,"GOOD",1000
"X3","web","m","X2",0,"pb","X2","pb",1,"X4",1,1,350,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",32,"GOOD",1000
"X3","web","m","X3",3,"rs","X2","rs",0,"X3",20,1,766,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X6","X1",35,"GOOD",1000
"X3","web","f","X3",0,"rj","X2","rj",0,"X3",33,1,350,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",53,"BAD",1000
"X3","carga","f","X2",0,"pb","X2","pb",1,"X3",1,1,120,0,0,0,0,0,1,"missing",0,"X5","X7","X5","X1","X1",27,"GOOD",1000
"X4","web","f","X5",0,"sp","X2","sp",1,"X4",2,1,907,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X3",48,"BAD",1000
"X6","web","f","X3",0,"rs","X2","rs",1,"X1",9.72714882201501,1,1075,0,0,0,0,0,1,"missing",0,"X1","X1","X17","X3","X1",30,"GOOD",1000
"X5","X0","m","X2",0,"sp","X2","sp",1,"X4",1,1,677,0,0,1,0,1,1,"sp",1,"X20","X4","X2","X2","X1",21,"GOOD",1000
"X2","web","m","X2",1,"pe","X2","pe",1,"X3",7,1,400,0,1,1,0,0,1,"pe",1,"X20","X4","X1","X1","X1",20,"GOOD",1000
"X2","X0","m","X3",0,"sp","X2","sp",0,"X3",9,0,500,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",58,"GOOD",1000
"X3","X0","f","X5",0,"ba","X2","ba",0,"X3",4,0,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",81,"BAD",1000
"X6","web","f","X3",5,"al","X2","al",0,"X3",20,1,532.42,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",38,"BAD",1000
"X6","web","m","X3",0,"ba","X2","sp",1,"X3",4,1,610,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",27,"GOOD",1000
"X4","web","f","X2",0,"df","X2","df",1,"X3",14,1,1308,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",23,"BAD",1000
"X5","X0","f","X5",0,"rj","X2","rj",0,"X3",50,1,866,0,0,0,1,0,0,"missing",0,"X20","X3","X1","X1","X1",75,"BAD",1000
"X3","web","m","X3",0,"mg","X2","mg",1,"X3",1,1,353,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X5","X1",55,"GOOD",1000
"X2","X0","f","X3",2,"ce","X2","ce",1,"X3",8,1,366,0,0,0,1,1,1,"ce",1,"X2","X2","X2","X2","X1",32,"GOOD",1000
"X2","web","f","X3",0,"ce","X2","ce",1,"X3",12,1,5400,0,0,0,0,0,1,"ce",1,"X20","X4","X1","X1","X1",45,"GOOD",1000
"X2","X0","f","X3",2,"ba","X2","ba",0,"X3",1,1,395,0,0,0,1,1,1,"ba",1,"X20","X4","X2","X2","X3",32,"GOOD",1000
"X3","X0","m","X3",3,"pb","X2","pb",0,"X3",15,0,245,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",80,"GOOD",1000
"X5","X0","m","X3",2,"pb","X2","pb",1,"X3",15,0,350,0,0,0,1,1,1,"pb",0,"X20","X4","X2","X2","X1",24,"GOOD",1000
"X4","web","f","X3",6,"mg","X2","go",1,"X3",9,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",33,"GOOD",1000
"X3","web","f","X3",2,"pe","X2","pb",1,"X3",5,1,300,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X2",50,"GOOD",1000
"X3","web","m","X2",0,"es","X2","es",1,"X3",8,1,381,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X2",52,"GOOD",1000
"X3","X0","f","X3",1,"pa","X2","pa",1,"X3",16,0,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",66,"GOOD",1000
"X3","web","m","X3",2,"pb","X2","pb",0,"X3",8,1,394,0,0,0,0,0,1,"pb",1,"X20","X4","X1","X1","X1",29,"GOOD",1000
"X6","X0","f","X3",2,"sp","X2","sp",1,"X3",5,1,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",34,"GOOD",1000
"X3","X0","f","X3",0,"es","X2","es",1,"X3",1,1,410,0,0,0,0,0,1,"es",0,"X5","X7","X5","X1","X1",48,"GOOD",1000
"X5","X0","f","X3",0,"pr","X2","pr",1,"X3",1,1,469,0,0,0,0,0,0,"pr",0,"X20","X1","X1","X1","X1",28,"GOOD",1000
"X4","X0","f","X2",1,"sp","X2","sp",1,"X3",5,1,1500,0,0,0,1,0,0,"missing",0,"X20","X6","X1","X1","X1",39,"GOOD",1000
"X4","X0","f","X2",0,"ce","X2","ce",1,"X3",13,1,1000,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",41,"GOOD",1000
"X3","web","f","X5",0,"ce","X2","ce",0,"X3",9.72714882201501,1,350,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",77,"GOOD",1000
"X4","web","f","X5",0,"pb","X2","pb",1,"X3",1,1,907,0,0,0,0,0,0,"missing",0,"X20","X1","X1","X1","X1",72,"GOOD",1000
"X1","web","f","X3",0,"rn","X2","rn",1,"X3",15,1,587,0,0,0,0,0,1,"rn",0,"X20","X4","X1","X1","X1",41,"GOOD",1000
"X6","X0","f","X3",0,"al","X2","al",1,"X3",7,0,800,0,0,0,1,1,0,"missing",0,"X10","X2","X2","X2","X1",39,"GOOD",1000
"X5","web","f","X3",0,"ce","X2","ce",1,"X3",27,1,380,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X2",54,"GOOD",1000
"X3","X0","m","X3",0,"pe","X2","ba",1,"X4",0,0,525,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",24,"GOOD",1000
"X3","web","m","X3",1,"rn","X2","sp",1,"X4",2,1,691,0,0,0,0,0,1,"missing",1,"X20","X4","X1","X1","X2",33,"GOOD",1000
"X3","X0","f","X5",0,"ap","X2","ap",1,"X3",1,1,1378,0,0,0,0,0,1,"missing",0,"X5","X7","X5","X1","X1",76,"GOOD",1000
"X6","web","f","X2",0,"ba","X2","ba",1,"X1",9.72714882201501,1,417,0,0,0,0,0,1,"ba",1,"X1","X1","X1","X1","X1",36,"GOOD",1000
"X3","web","f","X3",0,"pe","X2","pe",1,"X3",17,1,457.73,350,0,0,0,0,1,"pe",1,"X18","X4","X1","X1","X1",25,"GOOD",1000
"X2","web","f","X5",0,"ce","X2","ce",0,"X3",5,1,350,0,0,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",75,"BAD",1000
"X6","web","m","X3",1,"sp","X2","sp",1,"X3",7,1,2300,0,0,1,0,0,1,"sp",1,"X20","X4","X1","X1","X1",30,"BAD",1000
"X2","web","m","X3",2,"pe","X2","pe",1,"X3",20,1,400,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",50,"GOOD",1000
"X4","X0","f","X3",2,"mg","X2","mg",1,"X3",1,0,1560,0,0,0,1,1,1,"missing",0,"X20","X7","X2","X2","X1",45,"GOOD",1000
"X3","X0","f","X3",1,"missing","X1","pe",0,"X3",0,1,350,0,0,0,1,1,0,"missing",0,"X5","X7","X5","X2","X1",58,"BAD",1000
"X5","X0","f","X2",0,"sp","X2","sp",1,"X3",7,0,350,0,0,0,1,1,1,"missing",0,"X5","X6","X2","X2","X1",25,"GOOD",1000
"X3","web","f","X2",0,"pb","X2","ce",1,"X3",3,1,380,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X2",57,"GOOD",1000
"X4","X0","f","X3",2,"missing","X1","mg",1,"X3",0,1,478,0,1,0,0,0,1,"mg",1,"X20","X4","X5","X2","X1",29,"BAD",1000
"X2","web","m","X2",0,"ce","X2","ce",1,"X3",10,1,471.48,0,0,0,0,0,1,"ce",1,"X20","X4","X1","X1","X1",31,"BAD",1000
"X3","web","f","X2",0,"mt","X2","mt",1,"X3",3,1,600,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",41,"GOOD",1000
"X2","web","f","X3",0,"pe","X2","pe",0,"X3",19,1,455,0,0,1,0,0,0,"missing",0,"X13","X6","X1","X1","X2",31,"GOOD",1000
"X3","web","f","X3",2,"sp","X2","sp",1,"X4",15,1,890,0,0,0,0,0,1,"sp",1,"X1","X4","X1","X1","X1",38,"GOOD",1000
"X3","web","m","X3",1,"pr","X2","pr",1,"X3",2,1,649,0,0,0,0,0,0,"missing",0,"X20","X1","X1","X1","X1",35,"GOOD",1000
"X3","X0","f","X2",0,"rj","X2","rj",1,"X3",5,1,1137,0,0,0,1,0,0,"rj",0,"X1","X1","X1","X1","X1",34,"BAD",1000
"X6","web","f","X3",4,"ce","X2","ce",1,"X3",1,1,383,0,0,1,0,0,1,"missing",0,"X20","X4","X1","X1","X2",29,"BAD",1000
"X3","web","f","X7",2,"ce","X2","ce",1,"X3",6,1,360,0,0,0,0,0,1,"ce",0,"X17","X7","X1","X1","X1",25,"GOOD",1000
"X3","X0","f","X2",1,"rs","X2","rs",1,"X3",35,0,450,350,0,0,1,1,1,"rs",1,"X20","X4","X2","X2","X1",34,"GOOD",1000
"X6","web","m","X2",0,"ro","X2","ro",1,"X1",9.72714882201501,1,380,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",22,"GOOD",1000
"X6","web","f","X2",1,"mg","X2","mg",1,"X3",12,1,372,0,0,0,0,0,1,"mg",1,"X20","X4","X1","X1","X1",26,"BAD",1000
"X4","X0","f","X3",0,"ro","X2","ro",1,"X3",0,0,385,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",22,"GOOD",1000
"X6","web","m","X2",0,"sp","X2","sp",1,"X7",1,1,380,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",42,"BAD",1000
"X6","web","f","X5",0,"rs","X2","rs",0,"X3",30,1,350,0,1,1,0,0,0,"missing",0,"X10","X7","X1","X1","X1",56,"GOOD",1000
"X4","web","m","X3",2,"ba","X2","ba",1,"X3",42,1,507,0,1,0,0,0,1,"ba",1,"X20","X4","X1","X1","X1",43,"GOOD",1000
"X3","X0","m","X5",1,"ma","X2","ma",0,"X3",20,0,882,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",71,"GOOD",1000
"X3","web","m","X3",4,"ce","X2","ce",1,"X3",10,1,1204,0,0,0,0,0,1,"ce",1,"X20","X4","X1","X1","X1",45,"GOOD",1000
"X3","web","f","X3",0,"mg","X2","mg",1,"X3",1,1,277,0,0,0,0,0,1,"missing",0,"X20","X3","X5","X1","X1",59,"GOOD",1000
"X4","web","f","X3",1,"se","X2","se",1,"X3",10,1,450,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",35,"GOOD",1000
"X1","web","f","X2",0,"ma","X2","ap",0,"X3",3,1,1212,0,0,0,0,0,1,"ap",0,"X20","X4","X1","X1","X1",33,"GOOD",1000
"X4","X0","m","X8",0,"sc","X2","pr",1,"X3",24,1,458,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",71,"GOOD",1000
"X2","carga","m","X3",2,"ba","X2","ba",1,"X3",1,1,380,0,0,0,0,0,1,"missing",1,"X5","X4","X5","X1","X1",44,"GOOD",1000
"X5","X0","m","X3",0,"sp","X2","sp",1,"X3",6,1,2652,0,1,1,1,0,1,"sp",1,"X20","X4","X1","X1","X1",32,"GOOD",1000
"X1","web","f","X2",0,"se","X2","se",1,"X3",9,1,350,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",47,"GOOD",1000
"X2","web","m","X3",0,"ba","X2","sp",1,"X3",20,1,700,1153.23,0,1,0,0,0,"missing",0,"X20","X3","X1","X1","X1",54,"BAD",1000
"X3","X0","m","X3",6,"sp","X2","sp",1,"X3",2,1,671,0,0,0,1,1,1,"sp",1,"X20","X4","X2","X2","X3",51,"GOOD",1000
"X6","X0","f","X3",0,"ce","X2","ce",1,"X4",1,1,1860,0,0,0,1,1,0,"missing",0,"X20","X7","X2","X2","X1",47,"GOOD",1000
"X3","X0","m","X3",0,"ba","X2","ba",1,"X3",7,1,840,0,0,0,1,1,1,"ba",0,"X20","X4","X2","X2","X1",54,"BAD",1000
"X4","X0","m","X7",2,"pe","X2","sp",1,"X4",3,1,1584,0,0,0,1,0,0,"missing",1,"X20","X4","X1","X1","X1",35,"BAD",1000
"X2","web","f","X5",4,"sp","X2","sp",1,"X3",30,1,350,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",68,"GOOD",1000
"X5","web","f","X3",0,"sp","X2","sp",1,"X4",20,1,605,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",39,"BAD",1000
"X3","X0","m","X3",0,"ms","X2","ms",1,"X3",9,0,1176,0,1,1,1,1,1,"missing",0,"X2","X2","X2","X2","X1",65,"GOOD",1000
"X3","web","f","X5",0,"pe","X2","pe",1,"X4",1,1,626,0,0,0,0,0,0,"missing",0,"X5","X4","X5","X1","X1",72,"GOOD",1000
"X1","web","f","X3",4,"rs","X2","rs",1,"X3",44,1,500,280,1,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",47,"BAD",1000
"X1","web","f","X2",0,"rs","X2","rs",0,"X4",1,1,400,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",26,"BAD",1000
"X3","X0","f","X4",0,"pr","X2","pr",1,"X3",4,0,375,0,0,0,1,1,1,"pr",1,"X20","X4","X2","X2","X1",54,"GOOD",1000
"X4","web","m","X3",0,"mg","X2","mg",1,"X3",5,1,585.74,0,0,0,0,0,1,"mg",0,"X20","X4","X1","X1","X2",39,"BAD",1000
"X3","web","m","X3",1,"rn","X2","rn",0,"X7",6,1,365,0,0,0,0,0,1,"rn",0,"X20","X7","X1","X1","X1",46,"BAD",1000
"X4","web","m","X4",0,"ce","X2","sp",1,"X1",9.72714882201501,1,419,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",65,"GOOD",1000
"X6","X0","n","X3",0,"rs","X2","rs",1,"X3",4,0,350,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",31,"BAD",1000
"X3","web","f","X3",0,"pi","X2","pi",1,"X3",2,1,350,0,0,0,0,0,1,"pi",0,"X1","X4","X1","X1","X1",44,"GOOD",1000
"X3","web","m","X3",1,"ma","X2","ma",1,"X3",5,1,600,0,0,0,0,0,1,"ma",0,"X1","X1","X1","X1","X1",46,"BAD",1000
"X4","web","f","X3",0,"ba","X2","ba",0,"X3",7,1,565,0,1,0,0,0,0,"missing",0,"X20","X7","X12","X4","X2",50,"GOOD",1000
"X4","X0","f","X3",0,"es","X2","es",0,"X3",5,1,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",64,"GOOD",1000
"X6","X0","m","X3",0,"ma","X2","ma",1,"X1",9.72714882201501,1,1523,0,0,0,0,0,0,"missing",0,"X4","X1","X1","X1","X1",41,"GOOD",1000
"X5","X0","f","X3",0,"ba","X2","ba",1,"X3",0,0,613,0,0,0,1,1,1,"ba",1,"X20","X4","X2","X2","X2",26,"GOOD",1000
"X3","web","f","X2",0,"rs","X2","rs",1,"X3",12,1,491,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",31,"GOOD",1000
"X3","X0","f","X2",0,"missing","X1","ba",1,"X3",12,1,415,0,0,0,1,1,1,"ba",1,"X20","X4","X5","X2","X1",22,"GOOD",1000
"X4","X0","f","X3",0,"sp","X2","sp",1,"X3",3,0,1500,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",41,"GOOD",1000
"X6","web","m","X3",0,"ce","X2","ce",0,"X3",1,1,400,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X2",38,"GOOD",1000
"X4","web","m","X2",0,"sp","X2","sp",1,"X3",9.72714882201501,1,225,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X2",28,"GOOD",1000
"X5","X0","m","X3",1,"missing","X1","ba",1,"X3",0,1,463,0,0,1,1,1,1,"ba",1,"X20","X4","X5","X2","X1",50,"GOOD",1000
"X4","web","m","X3",0,"pi","X2","sp",1,"X3",12,1,990,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",36,"BAD",1000
"X2","web","m","X3",1,"ba","X2","ba",1,"X3",20,1,344,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",69,"GOOD",1000
"X2","X0","m","X3",0,"ce","X2","ce",1,"X3",0,0,658,0,1,0,1,1,1,"ce",0,"X20","X4","X2","X2","X2",52,"GOOD",1000
"X3","X0","f","X2",2,"rj","X2","rj",1,"X7",3,0,395,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",31,"BAD",1000
"X1","web","f","X3",0,"ms","X2","ms",0,"X3",2,1,819,350,0,0,0,1,1,"ms",1,"X20","X4","X1","X1","X1",42,"GOOD",1000
"X4","X0","m","X3",0,"sp","X2","ms",0,"X3",2,0,552,0,0,0,1,1,1,"ms",1,"X20","X4","X2","X2","X1",46,"GOOD",1000
"X3","X0","f","X2",0,"al","X2","al",1,"X3",2,0,750,500,0,1,1,1,1,"missing",1,"X20","X6","X2","X2","X1",31,"GOOD",1000
"X4","web","f","X7",0,"sp","X2","sp",1,"X3",4,1,500,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",31,"BAD",1000
"X4","X0","f","X3",0,"rs","X2","rs",0,"X3",0,0,423,0,0,0,1,1,1,"rs",0,"X20","X4","X2","X2","X1",57,"BAD",1000
"X3","X0","f","X3",0,"ba","X2","ba",1,"X3",3,0,350,0,0,0,1,1,0,"missing",0,"X20","X5","X2","X2","X1",28,"BAD",1000
"X3","X0","m","X6",0,"sp","X2","sp",1,"X3",10,0,1619,0,0,0,1,1,1,"sp",1,"X6","X4","X2","X2","X1",49,"BAD",1000
"X3","web","f","X2",0,"sp","X2","sp",1,"X3",5,1,643,0,0,0,0,0,1,"sp",0,"X20","X4","X1","X1","X1",32,"GOOD",1000
"X3","web","f","X5",0,"pr","X2","pr",0,"X3",30,1,534,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",70,"GOOD",1000
"X3","X0","f","X3",0,"ce","X2","ce",1,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",67,"GOOD",1000
"X2","web","f","X5",0,"ce","X2","ce",1,"X3",58,1,1123,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X1",70,"GOOD",1000
"X6","web","f","X3",0,"ba","X2","ba",1,"X3",9.72714882201501,1,688,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",37,"GOOD",1000
"X4","web","f","X2",0,"df","X2","df",1,"X3",1,1,969.68,0,0,0,0,0,1,"df",1,"X20","X4","X1","X1","X1",25,"BAD",1000
"X3","X0","m","X4",0,"sp","X2","sp",1,"X3",19,0,500,0,0,0,1,1,0,"missing",0,"X2","X3","X2","X2","X1",57,"GOOD",1000
"X6","web","f","X7",0,"go","X2","go",1,"X3",7,1,1100,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",30,"BAD",1000
"X3","X0","f","X3",1,"pe","X2","pe",1,"X4",8,0,750,0,0,1,1,1,0,"missing",0,"X20","X6","X2","X2","X1",37,"GOOD",1000
"X3","web","f","X3",0,"sc","X2","ms",1,"X4",1,1,600,0,1,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",20,"GOOD",1000
"X3","web","f","X3",1,"ba","X2","sp",1,"X3",4,1,333,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",31,"GOOD",1000
"X4","X0","f","X2",0,"ba","X2","ba",1,"X3",0,0,500,0,0,0,1,1,0,"missing",1,"X2","X2","X2","X2","X2",21,"GOOD",1000
"X3","X0","f","X5",0,"pi","X2","pi",0,"X3",22,0,1300,0,0,0,1,1,0,"missing",0,"X13","X3","X2","X2","X1",63,"GOOD",1000
"X6","X0","f","X3",5,"pa","X2","ap",0,"X3",28,1,400,0,0,0,1,1,0,"missing",0,"X2","X6","X2","X2","X1",49,"GOOD",1000
"X3","web","f","X7",4,"rs","X2","rs",1,"X3",1,1,405,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",32,"GOOD",1000
"X6","web","m","X3",0,"sp","X2","sp",0,"X3",9.72714882201501,1,1200,0,0,0,0,0,0,"missing",1,"X20","X4","X1","X1","X1",29,"GOOD",1000
"X5","web","f","X3",0,"ma","X2","ma",0,"X3",12,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",44,"GOOD",1000
"X3","web","m","X3",0,"rn","X2","rn",1,"X3",9.72714882201501,1,500,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",64,"BAD",1000
"X4","X0","f","X2",0,"rs","X2","rs",1,"X3",15,1,503,0,0,0,1,1,0,"rs",0,"X2","X2","X2","X2","X1",56,"GOOD",1000
"X2","web","f","X3",0,"sc","X2","sc",1,"X3",20,1,380,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X1",68,"GOOD",1000
"X2","X0","m","X8",0,"rs","X2","rs",1,"X3",14,1,880,600,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",43,"BAD",1000
"X4","web","m","X3",2,"ba","X2","sp",1,"X3",9.72714882201501,1,550,0,1,1,0,0,1,"sp",1,"X20","X4","X1","X1","X1",30,"GOOD",1000
"X4","web","f","X4",0,"rs","X2","rs",0,"X7",3,1,350,2000,0,0,0,0,1,"rs",1,"X20","X7","X1","X1","X1",38,"GOOD",1000
"X3","web","m","X3",0,"pi","X2","pi",1,"X3",10,1,662.3,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",27,"BAD",1000
"X5","X0","f","X3",0,"rj","X2","rj",1,"X3",30,1,300,0,1,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",56,"BAD",1000
"X3","web","m","X3",0,"al","X2","al",0,"X3",10,1,253,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",66,"BAD",1000
